0.001 1.6974e-11
0.00102 1.6974e-11
0.0010404 1.6974e-11
0.00106121 1.6974e-11
0.00108243 1.6974e-11
0.00110408 1.6974e-11
0.00112616 1.6974e-11
0.00114869 1.6974e-11
0.00117166 1.6974e-11
0.00119509 1.6974e-11
0.00121899 1.6974e-11
0.00124337 1.6974e-11
0.00126824 1.6974e-11
0.00129361 1.6974e-11
0.00131948 1.6974e-11
0.00134587 1.6974e-11
0.00137279 1.6974e-11
0.00140024 1.6974e-11
0.00142825 1.6974e-11
0.00145681 1.6974e-11
0.00148595 1.6974e-11
0.00151567 1.6974e-11
0.00154598 1.6974e-11
0.0015769 1.6974e-11
0.00160844 1.6974e-11
0.00164061 1.6974e-11
0.00167342 1.6974e-11
0.00170689 1.6974e-11
0.00174102 1.6974e-11
0.00177584 1.6974e-11
0.00181136 1.6974e-11
0.00184759 1.69748e-11
0.00188454 1.69748e-11
0.00192223 1.69748e-11
0.00196068 1.69748e-11
0.00199989 1.69748e-11
0.00203989 1.69748e-11
0.00208069 1.69748e-11
0.0021223 1.69748e-11
0.00216474 1.69748e-11
0.00220804 1.69748e-11
0.0022522 1.69748e-11
0.00229724 1.69748e-11
0.00234319 1.69757e-11
0.00239005 1.69757e-11
0.00243785 1.69757e-11
0.00248661 1.69757e-11
0.00253634 1.69757e-11
0.00258707 1.69757e-11
0.00263881 1.69765e-11
0.00269159 1.69765e-11
0.00274542 1.69765e-11
0.00280033 1.69765e-11
0.00285633 1.69774e-11
0.00291346 1.69774e-11
0.00297173 1.69774e-11
0.00303117 1.69782e-11
0.00309179 1.69782e-11
0.00315362 1.69782e-11
0.0032167 1.69791e-11
0.00328103 1.69791e-11
0.00334665 1.69799e-11
0.00341358 1.69808e-11
0.00348186 1.69808e-11
0.00355149 1.69816e-11
0.00362252 1.69825e-11
0.00369497 1.69825e-11
0.00376887 1.69833e-11
0.00384425 1.69842e-11
0.00392114 1.6985e-11
0.00399956 1.69859e-11
0.00407955 1.69876e-11
0.00416114 1.69884e-11
0.00424436 1.69893e-11
0.00432925 1.6991e-11
0.00441584 1.69927e-11
0.00450415 1.69935e-11
0.00459424 1.69952e-11
0.00468612 1.69969e-11
0.00477984 1.69995e-11
0.00487544 1.70012e-11
0.00497295 1.70037e-11
0.00507241 1.70063e-11
0.00517386 1.70088e-11
